TF	Gene
FOXO3B	CLVS2
FOXO3B	CIR1
FOXO3B	CHN1
FOXO3B	CHCHD7
FOXO3B	CEP120
FOXO3B	CDK6
FOXO3B	CDH3
FOXO3B	CDH16
FOXO3B	CD2
FOXO3B	CCS
FOXO3B	CBLL1
FOXO3B	CASK
FOXO3B	CAPN11
FOXO3B	CAMKK2
FOXO3B	CALCR
FOXO3B	CACNA1E
FOXO3B	CACNA1D
FOXO3B	CA14
FOXO3B	C8B
FOXO3B	C7orf69
FOXO3B	C7orf23
FOXO3B	C5orf44
FOXO3B	C5orf43
FOXO3B	C3orf14
FOXO3B	C1orf131
FOXO3B	C19orf79
FOXO3B	C17orf103
FOXO3B	C14orf23
FOXO3B	C13orf35
FOXO3B	BTG1
FOXO3B	BTF3L4
FOXO3B	BSCL2
FOXO3B	BRD3
FOXO3B	BEND3
FOXO3B	BCO2
FOXO3B	ATXN7L1
FOXO3B	ARIH1
FOXO3B	ARID5A
FOXO3B	ARID4B
FOXO3B	ARHGEF9
FOXO3B	ARHGAP5
FOXO3B	ARHGAP12
FOXO3B	AP3S1
FOXO3B	AP1G2
FOXO3B	ANO1
FOXO3B	ANKRD63
FOXO3B	AMOT
FOXO3B	ALDOB
FOXO3B	AKNAD1
FOXO3B	AGTR1
FOXO3B	ADAMTS6
FOXO3B	ADAM12
FOXO3B	ABI3BP
FOXO3B	ABHD4
FOXO3B	ABCC10
FOXO3	ZWILCH
FOXO3	ZNF414
FOXO3	ZNF395
FOXO3	ZNF385B
FOXO3	ZNF366
FOXO3	ZNF277
FOXO3	ZMAT4
FOXO3	ZDHHC17
FOXO3	ZC2HC1C
FOXO3	ZBTB43
FOXO3	ZBTB20
FOXO3	YPEL5
FOXO3	YME1L1
FOXO3	WWTR1
FOXO3	VPS39
FOXO3	VEZT
FOXO3	VCAN
FOXO3	VAMP5
FOXO3	UNC5A
FOXO3	TYMP
FOXO3	TSPYL4
FOXO3	TSPAN4
FOXO3	TRIM8
FOXO3	TOX4
FOXO3	TOR1AIP2
FOXO3	TOR1AIP1
FOXO3	TNK2
FOXO3	TNIP1
FOXO3	TMEM47
FOXO3	TMEM140
FOXO3	TIAM1
FOXO3	THRA
FOXO3	TGM4
FOXO3	TGIF1
FOXO3	TFAP4
FOXO3	TCP11L2
FOXO3	TCF15
FOXO3	TBX4
FOXO3	TBL1X
FOXO3	TBCB
FOXO3	TBC1D8
FOXO3	TBC1D17
FOXO3	TAS2R38
FOXO3	TAF2
FOXO3	SZT2
FOXO3	SYT10
FOXO3	STX16-NPEPL1
FOXO3	STX16
FOXO3	ST18
FOXO3	SRPR
FOXO3	SRGAP2B
FOXO3	SQSTM1
FOXO3	SPATA7
FOXO3	SPAG16
FOXO3	SOX2
FOXO3	SOWAHD
FOXO3	SOD3
FOXO3	SNX30
FOXO3	SNX22
FOXO3	SMR3A
FOXO3	SMC3
FOXO3	SMAD7
FOXO3	SLITRK6
FOXO3	SLITRK2
FOXO3	SLC9B1
FOXO3	SLC4A8
FOXO3	SLC39A7
FOXO3	SLC39A10
FOXO3	SLC38A3
FOXO3	SLC30A8
FOXO3	SLC24A2
FOXO3	SLAMF9
FOXO3	SKOR1
FOXO3	SKAP1
FOXO3	SIAH1
FOXO3	SHOX2
FOXO3	SH3D19
FOXO3	SH3BGRL
FOXO3	SFR1
FOXO3	SESN1
FOXO3	9-Sep
FOXO3	SEMA3E
FOXO3	SCO2
FOXO3	SCN3A
FOXO3	SCML1
FOXO3	SCGB3A1
FOXO3	SCAI
FOXO3	RUNX2
FOXO3	RUNX1T1
FOXO3	RRAGA
FOXO3	RPS26
FOXO3	RPGR
FOXO3	RNU6-67
FOXO3	RICTOR
FOXO3	RFX3
FOXO3	REXO1
FOXO3	RBP2
FOXO3	RAPGEF3
FOXO3	RALYL
FOXO3	RALY
FOXO3	PRSS23
FOXO3	PROX1
FOXO3	PRDM2
FOXO3	PRDM1
FOXO3	POU4F3
FOXO3	PLAU
FOXO3	PIK3CA
FOXO3	PHTF2
FOXO3	PHLPP1
FOXO3	PHLDA1
FOXO3	PHF15
FOXO3	PHF12
FOXO3	PFDN6
FOXO3	PELI2
FOXO3	PDZD7
FOXO3	PDE3B
FOXO3	PCNX
FOXO3	PCDH11Y
FOXO3	PCDH11X
FOXO3	PAPPA
FOXO3	OTX2
FOXO3	OSTN
FOXO3	OR5M11
FOXO3	OR5M1
FOXO3	OR52B4
FOXO3	OR52B2
FOXO3	OR4D11
FOXO3	ONECUT2
FOXO3	OMD
FOXO3	NSMCE4A
FOXO3	NRG1
FOXO3	NOL4
FOXO3	NOG
FOXO3	NKX2-1
FOXO3	NFE2L2
FOXO3	NFATC1
FOXO3	NEO1
FOXO3	NEFM
FOXO3	NDEL1
FOXO3	N4BP2
FOXO3	MYF5
FOXO3	MXI1
FOXO3	MSL2
FOXO3	MS4A14
FOXO3	MRRF
FOXO3	MOXD2P
FOXO3	MME
FOXO3	MIR92A1
FOXO3	MIR668
FOXO3	MIR583
FOXO3	MIR548H4
FOXO3	MIR548AO
FOXO3	MIR485
FOXO3	MIR4787
FOXO3	MIR4768
FOXO3	MIR4708
FOXO3	MIR4687
FOXO3	MIR4297
FOXO3	MIR4268
FOXO3	MIR382
FOXO3	MIR3692
FOXO3	MIR3591
FOXO3	MIR323B
FOXO3	MIR3175
FOXO3	MIR30C1
FOXO3	MIR30B
FOXO3	MIR20A
FOXO3	MIR19B1
FOXO3	MIR19A
FOXO3	MIR18A
FOXO3	MIR17HG
FOXO3	MIR17
FOXO3	MIR154
FOXO3	MIR1468
FOXO3	MIR137HG
FOXO3	MIR137
FOXO3	MIR134
FOXO3	MIR1305
FOXO3	MIR1258
FOXO3	MIR122
FOXO3	MID1
FOXO3	MGMT
FOXO3	METTL21D
FOXO3	MEIS1-AS3
FOXO3	MCM7
FOXO3	MBD2
FOXO3	MAT1A
FOXO3	8-Mar
FOXO3	6-Mar
FOXO3	MAML2
FOXO3	MAGI2-AS3
FOXO3	MAFF
FOXO3	LRRTM2
FOXO3	LOX
FOXO3	LOC728606
FOXO3	LOC339788
FOXO3	LOC283856
FOXO3	LOC283050
FOXO3	LOC256021
FOXO3	LOC254559
FOXO3	LOC150568
FOXO3	LOC144486
FOXO3	LOC100507462
FOXO3	LOC100507091
FOXO3	LOC100506422
FOXO3	LOC100506085
FOXO3	LOC100288077
FOXO3	LOC100287010
FOXO3	LOC100286938
FOXO3	LOC100144602
FOXO3	LOC100130899
FOXO3	LOC100130894
FOXO3	LOC100128164
FOXO3	LINC00466
FOXO3	LINC00299
FOXO3	LHX8
FOXO3	LHFPL1
FOXO3	LGI1
FOXO3	LCP2
FOXO3	LARS
FOXO3	KLF12
FOXO3	KIF20A
FOXO3	KIAA0408
FOXO3	KIAA0317
FOXO3	KIAA0040
FOXO3	KCNIP2
FOXO3	KC6
FOXO3	ITGB7
FOXO3	ITGA3
FOXO3	ISYNA1
FOXO3	ISL1
FOXO3	IRX4
FOXO3	IRS4
FOXO3	IRF4
FOXO3	INSC
FOXO3	IMPDH2
FOXO3	IL21
FOXO3	IL1RAPL1
FOXO3	IGF2BP3
FOXO3	IGF1R
FOXO3	IFT43
FOXO3	ID2
FOXO3	HSD17B8
FOXO3	HOXB3
FOXO3	HOXB1
FOXO3	HOXA6
FOXO3	HNRNPH3
FOXO3	HIVEP2
FOXO3	HIST1H2BD
FOXO3	HEXIM2
FOXO3	HEXIM1
FOXO3	HEPACAM2
FOXO3	HBP1
FOXO3	HARBI1
FOXO3	GRM5-AS1
FOXO3	GRIK3
FOXO3	GRB2
FOXO3	GPR52
FOXO3	GPM6A
FOXO3	GOLPH3L
FOXO3	GLRA1
FOXO3	GLO1
FOXO3	GFRA1
FOXO3	GFOD2
FOXO3	GFI1B
FOXO3	GCAT
FOXO3	GADL1
FOXO3	GABRA1
FOXO3	FRMD8
FOXO3	FOXP2
FOXO3	FOXP1
FOXO3	FMR1-AS1
FOXO3	FMO6P
FOXO3	FLJ32063
FOXO3	FLI1
FOXO3	FKBP7
FOXO3	FBXO9
FOXO3	FBXO3
FOXO3	FAM53C
FOXO3	FAM105A
FOXO3	FAM100A
FOXO3	EXOSC9
FOXO3	EXOC6
FOXO3	ETV5
FOXO3	ESRRG
FOXO3	ESCO1
FOXO3	ERMN
FOXO3	EPHB6
FOXO3	EPHA1
FOXO3	ENPP2
FOXO3	EIF4EBP2
FOXO3	EI24
FOXO3	EFNA1
FOXO3	EEF1B2
FOXO3	DYNLRB2
FOXO3	DRG1
FOXO3	DOCK3
FOXO3	DOCK11
FOXO3	DNAL1
FOXO3	DNAJC6
FOXO3	DNAH5
FOXO3	DLL1
FOXO3	DLG1
FOXO3	DLEU2
FOXO3	DKFZP434H168
FOXO3	DISC2
FOXO3	DIEXF
FOXO3	DIAPH3
FOXO3	DHX35
FOXO3	DDB1
FOXO3	DDAH1
FOXO3	DCTN5
FOXO3	DAPP1
FOXO3	CYP26C1
FOXO3	CXorf41
FOXO3	CUX2
FOXO3	CUL2
FOXO3	CTXN3
FOXO3	CSGALNACT1
FOXO3	CRP
FOXO3	CRIP2
FOXO3	CPNE1
FOXO3	COLEC12
FOXO3	COL5A2
FOXO3	CNOT6L
FOXO3	CNOT6
FOXO3	CNNM3
FOXO3	CLVS2
FOXO3	CIR1
FOXO3	CHN1
FOXO3	CHCHD7
FOXO3	CEP120
FOXO3	CDK6
FOXO3	CDH3
FOXO3	CDH16
FOXO3	CD2
FOXO3	CCS
FOXO3	CBLL1
FOXO3	CASK
FOXO3	CAPN11
FOXO3	CAMKK2
FOXO3	CALCR
FOXO3	CACNA1E
FOXO3	CACNA1D
FOXO3	CA14
FOXO3	C8B
FOXO3	C7orf69
FOXO3	C7orf23
FOXO3	C5orf44
FOXO3	C5orf43
FOXO3	C3orf14
FOXO3	C1orf131
FOXO3	C19orf79
FOXO3	C17orf103
FOXO3	C14orf23
FOXO3	C13orf35
FOXO3	BTG1
FOXO3	BTF3L4
FOXO3	BSCL2
FOXO3	BRD3
FOXO3	BEND3
FOXO3	BCO2
FOXO3	ATXN7L1
FOXO3	ARIH1
FOXO3	ARID5A
FOXO3	ARID4B
FOXO3	ARHGEF9
FOXO3	ARHGAP5
FOXO3	ARHGAP12
FOXO3	AP3S1
FOXO3	AP1G2
FOXO3	ANO1
FOXO3	ANKRD63
FOXO3	AMOT
FOXO3	ALDOB
FOXO3	AKNAD1
FOXO3	AGTR1
FOXO3	ADAMTS6
FOXO3	ADAM12
FOXO3	ABI3BP
FOXO3	ABHD4
FOXO3	ABCC10
FOXO1	ZWILCH
FOXO1	ZNF609
FOXO1	ZNF395
FOXO1	ZNF366
FOXO1	ZMAT4
FOXO1	ZHX2
FOXO1	ZFX-AS1
FOXO1	ZEB2-AS1
FOXO1	ZDHHC17
FOXO1	ZCCHC8
FOXO1	ZCCHC5
FOXO1	ZC3H11A
FOXO1	ZBTB20
FOXO1	ZBTB16
FOXO1	ZBED6
FOXO1	YPEL5
FOXO1	WNT2B
FOXO1	WIPI2
FOXO1	VEZT
FOXO1	VCAN
FOXO1	VAPB
FOXO1	VAMP5
FOXO1	VAMP3
FOXO1	USP19
FOXO1	UNC5A
FOXO1	ULK4P3
FOXO1	ULK4P2
FOXO1	ULK4P1
FOXO1	UBXN10
FOXO1	UBAP2L
FOXO1	TTYH2
FOXO1	TTC36
FOXO1	TSPAN4
FOXO1	TSHZ1
FOXO1	TRMT2A
FOXO1	TRERF1
FOXO1	TP53I11
FOXO1	TOR1AIP2
FOXO1	TNFAIP8L3
FOXO1	TMPRSS11F
FOXO1	TMEM50A
FOXO1	TMEM47
FOXO1	TMEM207
FOXO1	TMEM140
FOXO1	TLX1NB
FOXO1	TLL1
FOXO1	TLE3
FOXO1	TIAM1
FOXO1	THRA
FOXO1	TGIF1
FOXO1	TFDP2
FOXO1	TFB2M
FOXO1	TFAP4
FOXO1	TFAP2D
FOXO1	TCP11L2
FOXO1	TCF15
FOXO1	TBX4
FOXO1	TBC1D8
FOXO1	TBC1D17
FOXO1	TBC1D15
FOXO1	TAS2R38
FOXO1	TAMM41
FOXO1	TAF2
FOXO1	SZT2
FOXO1	SUMO1P1
FOXO1	STT3A
FOXO1	SQSTM1
FOXO1	SPSB3
FOXO1	SOX5
FOXO1	SOD3
FOXO1	SNORD96B
FOXO1	SNORA23
FOXO1	SNIP1
FOXO1	SMR3A
FOXO1	SMC3
FOXO1	SLITRK2
FOXO1	SLC48A1
FOXO1	SLC39A10
FOXO1	SLC38A3
FOXO1	SLC37A3
FOXO1	SLC26A6
FOXO1	SLC25A39
FOXO1	SLC25A31
FOXO1	SLC25A14
FOXO1	SLAMF9
FOXO1	SH3D19
FOXO1	SGSM2
FOXO1	SFR1
FOXO1	SETBP1
FOXO1	SESN1
FOXO1	5-Sep
FOXO1	SEMA4C
FOXO1	SEMA3E
FOXO1	SCML1
FOXO1	SCHIP1
FOXO1	SCGB3A1
FOXO1	SATB2
FOXO1	RYBP
FOXO1	RXRA
FOXO1	RUNX1T1
FOXO1	RPS28
FOXO1	RPS17L
FOXO1	RPS17
FOXO1	RNU6ATAC
FOXO1	RIN2
FOXO1	RICTOR
FOXO1	RFX3
FOXO1	RAPGEF6
FOXO1	RAD21-AS1
FOXO1	RABGAP1L
FOXO1	RAB22A
FOXO1	PTTG1
FOXO1	PTPRD
FOXO1	PTPN3
FOXO1	PRPSAP2
FOXO1	PROX1
FOXO1	PRKAG1
FOXO1	PRDM2
FOXO1	PRDM1
FOXO1	PPP2CA
FOXO1	PPP1R3A
FOXO1	POLG2
FOXO1	PODXL2
FOXO1	PLXNC1
FOXO1	PLK1S1
FOXO1	PITPNC1
FOXO1	PIK3CA
FOXO1	PIGS
FOXO1	PIGC
FOXO1	PHF21B
FOXO1	PHF15
FOXO1	PHACTR2
FOXO1	PFDN6
FOXO1	PDZD7
FOXO1	PDE4D
FOXO1	PDE1B
FOXO1	PCNX
FOXO1	PCK2
FOXO1	PCK1
FOXO1	PCGF5
FOXO1	PCDH11Y
FOXO1	PCDH11X
FOXO1	PCBP1-AS1
FOXO1	PATZ1
FOXO1	PANK1
FOXO1	PAN3-AS1
FOXO1	OTX2
FOXO1	OTUD7B
FOXO1	OTP
FOXO1	OSBPL6
FOXO1	OSBPL5
FOXO1	OR5M9
FOXO1	OR5M11
FOXO1	OR5M10
FOXO1	OR5M1
FOXO1	OR52B4
FOXO1	OR4D11
FOXO1	OR10J5
FOXO1	NUBPL
FOXO1	NOL4
FOXO1	NOG
FOXO1	NHSL1
FOXO1	NFATC1
FOXO1	NEK7
FOXO1	NEDD4L
FOXO1	NEBL
FOXO1	NDUFV1
FOXO1	NANOS3
FOXO1	MXI1
FOXO1	MTX2
FOXO1	MTX1
FOXO1	MSX2
FOXO1	MSMP
FOXO1	MS4A5
FOXO1	MRPS18C
FOXO1	MRPL46
FOXO1	MOV10
FOXO1	MORC1
FOXO1	MME
FOXO1	MLLT6
FOXO1	MLH3
FOXO1	MIR92A1
FOXO1	MIR5584
FOXO1	MIR5580
FOXO1	MIR548F3
FOXO1	MIR548AO
FOXO1	MIR542
FOXO1	MIR503
FOXO1	MIR4708
FOXO1	MIR4503
FOXO1	MIR424
FOXO1	MIR3919
FOXO1	MIR3663
FOXO1	MIR3591
FOXO1	MIR3175
FOXO1	MIR3154
FOXO1	MIR30C2
FOXO1	MIR30C1
FOXO1	MIR30B
FOXO1	MIR3064
FOXO1	MIR2682
FOXO1	MIR20A
FOXO1	MIR19B1
FOXO1	MIR19A
FOXO1	MIR199B
FOXO1	MIR18A
FOXO1	MIR181D
FOXO1	MIR181C
FOXO1	MIR17HG
FOXO1	MIR17
FOXO1	MIR137HG
FOXO1	MIR137
FOXO1	MIR1260B
FOXO1	MIR125B2
FOXO1	MIR125B1
FOXO1	MIR122
FOXO1	MIR103A1
FOXO1	MGC27345
FOXO1	MGC16121
FOXO1	MED13
FOXO1	MDH1
FOXO1	MDGA1
FOXO1	MBD2
FOXO1	MAT1A
FOXO1	MARK3
FOXO1	1-Mar
FOXO1	MAGI2-AS3
FOXO1	MAFG-AS1
FOXO1	MAFF
FOXO1	LUZP1
FOXO1	LUST
FOXO1	LRRC8B
FOXO1	LPP
FOXO1	LOC728175
FOXO1	LOC646719
FOXO1	LOC646576
FOXO1	LOC646329
FOXO1	LOC643401
FOXO1	LOC339807
FOXO1	LOC285768
FOXO1	LOC284023
FOXO1	LOC283856
FOXO1	LOC283050
FOXO1	LOC282997
FOXO1	LOC256021
FOXO1	LOC253962
FOXO1	LOC253044
FOXO1	LOC150568
FOXO1	LOC144486
FOXO1	LOC100507346
FOXO1	LOC100506134
FOXO1	LOC100288748
FOXO1	LOC100287010
FOXO1	LOC100130899
FOXO1	LOC100129726
FOXO1	LOC100128164
FOXO1	LNX1
FOXO1	LMO4
FOXO1	LMO3
FOXO1	LMNA
FOXO1	LINC00478
FOXO1	LINC00477
FOXO1	LINC00299
FOXO1	LINC00200
FOXO1	LIFR
FOXO1	LHX6
FOXO1	LGI1
FOXO1	KLHDC2
FOXO1	KIF20A
FOXO1	KIAA0040
FOXO1	KHNYN
FOXO1	KCNIP2
FOXO1	KC6
FOXO1	KANSL1-AS1
FOXO1	JAG1
FOXO1	ITPKB
FOXO1	ITGB7
FOXO1	IRX4
FOXO1	IRX3
FOXO1	IRS4
FOXO1	IRF4
FOXO1	INSR
FOXO1	INHBA
FOXO1	IL21
FOXO1	IL1RAPL1
FOXO1	IL16
FOXO1	IGF1R
FOXO1	IFT43
FOXO1	ID2
FOXO1	ICA1
FOXO1	HSH2D
FOXO1	HOXD8
FOXO1	HOXC6
FOXO1	HOXC5
FOXO1	HOXC4
FOXO1	HOXB3
FOXO1	HOXB1
FOXO1	HOXA11-AS
FOXO1	HOXA1
FOXO1	HIVEP2
FOXO1	HIST1H2BD
FOXO1	HEXIM1
FOXO1	HEPACAM2
FOXO1	HELZ
FOXO1	HBP1
FOXO1	HARBI1
FOXO1	GSX2
FOXO1	GRB2
FOXO1	GPR52
FOXO1	GNRH1
FOXO1	GNA13
FOXO1	GMNC
FOXO1	GLCCI1
FOXO1	GFOD2
FOXO1	GFI1B
FOXO1	GCAT
FOXO1	GABPA
FOXO1	GABARAP
FOXO1	G6PC2
FOXO1	G6PC
FOXO1	FSD2
FOXO1	FRMD8
FOXO1	FRMD6-AS1
FOXO1	FOXRED1
FOXO1	FOXP2
FOXO1	FOXP1
FOXO1	FNIP1
FOXO1	FMN1
FOXO1	FLJ46284
FOXO1	FLJ45983
FOXO1	FLI1
FOXO1	FKBP7
FOXO1	FBXO3
FOXO1	FBP2
FOXO1	FBP1
FOXO1	FATE1
FOXO1	FAM8A1
FOXO1	FAM53C
FOXO1	FAM176A
FOXO1	FAM134A
FOXO1	FAM131B
FOXO1	FAM100A
FOXO1	FABP12
FOXO1	ETV5
FOXO1	ERMN
FOXO1	ERCC5
FOXO1	EML2
FOXO1	EML1
FOXO1	ELAVL4
FOXO1	EIF4G1
FOXO1	EIF4EBP2
FOXO1	EGLN2
FOXO1	EFNA1
FOXO1	EDN1
FOXO1	EARS2
FOXO1	E2F3
FOXO1	DYNLRB2
FOXO1	DUSP4
FOXO1	DPYSL4
FOXO1	DPYD
FOXO1	DOLK
FOXO1	DNAJC6
FOXO1	DMRTB1
FOXO1	DMKN
FOXO1	DLX6-AS1
FOXO1	DLL1
FOXO1	DLGAP1
FOXO1	DLEU2
FOXO1	DKFZP434H168
FOXO1	DIAPH3
FOXO1	DIABLO
FOXO1	DHH
FOXO1	DHDDS
FOXO1	DDB1
FOXO1	DDAH1
FOXO1	DCX
FOXO1	DCTN5
FOXO1	DCTN4
FOXO1	DACH2
FOXO1	DACH1
FOXO1	CXXC4
FOXO1	CTXN3
FOXO1	CTNNB1
FOXO1	CSGALNACT1
FOXO1	CRIM1
FOXO1	CREBRF
FOXO1	CREB5
FOXO1	CPN1
FOXO1	COQ3
FOXO1	COL5A2
FOXO1	CNNM3
FOXO1	CLVS2
FOXO1	CLASP2
FOXO1	CIR1
FOXO1	CHRFAM7A
FOXO1	CEP95
FOXO1	CENPI
FOXO1	CDKN2C
FOXO1	CDH16
FOXO1	CD44
FOXO1	CD2AP
FOXO1	CCDC97
FOXO1	CCDC92
FOXO1	CCDC112
FOXO1	CASK
FOXO1	CAMTA1
FOXO1	CADPS
FOXO1	CACNG6
FOXO1	CACNA1E
FOXO1	CACNA1D
FOXO1	CACHD1
FOXO1	C7orf69
FOXO1	C5orf44
FOXO1	C1QTNF3
FOXO1	C16orf59
FOXO1	C16orf53
FOXO1	C14orf23
FOXO1	C14orf109
FOXO1	C10orf140
FOXO1	C10orf108
FOXO1	BTG1
FOXO1	BTF3L4
FOXO1	BSCL2
FOXO1	BRD3
FOXO1	BDNF
FOXO1	BCOR
FOXO1	BCL9L
FOXO1	BCL10
FOXO1	BANK1
FOXO1	BACH2
FOXO1	BABAM1
FOXO1	AZI2
FOXO1	ATP6V1B1
FOXO1	ATF7
FOXO1	ARL6
FOXO1	ARHGEF17
FOXO1	ARHGAP5
FOXO1	ARHGAP35
FOXO1	APOLD1
FOXO1	ANKRD44
FOXO1	ANKRD28
FOXO1	ALG13
FOXO1	ADAMTS3
FOXO1	ADAM12
FOXO1	ACVR1B
FOXO1	ACP2
FOXO1	ABHD4
FOXO1	AATF
FOXL1	ZNHIT1
FOXL1	ZNF438
FOXL1	ZNF133
FOXL1	ZMAT4
FOXL1	ZFYVE1
FOXL1	ZFHX3
FOXL1	ZBTB48
FOXL1	WWTR1-AS1
FOXL1	WRAP73
FOXL1	WNT2B
FOXL1	WIPI2
FOXL1	WBP11P1
FOXL1	VPS4A
FOXL1	VAV3
FOXL1	VAPB
FOXL1	USP9X
FOXL1	USP27X
FOXL1	TSPAN8
FOXL1	TSHB
FOXL1	TRIM66
FOXL1	TNRC6B
FOXL1	TNFSF15
FOXL1	TMX4
FOXL1	TMEM242
FOXL1	TMEM207
FOXL1	THEG5
FOXL1	TCHH
FOXL1	TCF4
FOXL1	TAF4B
FOXL1	SYT6
FOXL1	SUPT4H1
FOXL1	STX19
FOXL1	SRSF2
FOXL1	SPA17
FOXL1	SP9
FOXL1	SNORD91B
FOXL1	SNORD91A
FOXL1	SNORD71
FOXL1	SMEK3P
FOXL1	SLITRK2
FOXL1	SLC4A2
FOXL1	SLC35G6
FOXL1	SLC35D2
FOXL1	SLC35B2
FOXL1	SLC25A26
FOXL1	SLC10A7
FOXL1	SERTAD4
FOXL1	SEMA4B
FOXL1	SEMA3C
FOXL1	SBF2
FOXL1	RXRG
FOXL1	RUNX2
FOXL1	RTN4IP1
FOXL1	RRP36
FOXL1	RPSAP52
FOXL1	RPS26
FOXL1	RPL7
FOXL1	RP1
FOXL1	RMND5B
FOXL1	RIC8B
FOXL1	RHOBTB1
FOXL1	RGS6
FOXL1	RGAG1
FOXL1	RBM18
FOXL1	RASGRP1
FOXL1	RAPGEF4
FOXL1	RAD51AP1
FOXL1	QSER1
FOXL1	PUSL1
FOXL1	PTPN6
FOXL1	PTGIS
FOXL1	PTBP2
FOXL1	PSTPIP2
FOXL1	PRPF18
FOXL1	PRICKLE3
FOXL1	PPP1R1A
FOXL1	POU5F1P3
FOXL1	PMCH
FOXL1	PLXNA2
FOXL1	PLD5
FOXL1	PKD2L2
FOXL1	PCDHB6
FOXL1	PCDHB17
FOXL1	PCDHA6
FOXL1	PCDHA2
FOXL1	PCDH9-AS2
FOXL1	PCDH11Y
FOXL1	PCDH11X
FOXL1	PAX7
FOXL1	PALMD
FOXL1	ORC6
FOXL1	OR5T2
FOXL1	OR4C46
FOXL1	OR4C13
FOXL1	OR13H1
FOXL1	NXPH2
FOXL1	NTN1
FOXL1	NRAP
FOXL1	NLN
FOXL1	NKX2-5
FOXL1	NEFM
FOXL1	NEDD4
FOXL1	NDUFB11
FOXL1	NDUFA4L2
FOXL1	NCOA2
FOXL1	NCKAP5
FOXL1	NAB1
FOXL1	MYT1L
FOXL1	MST1P9
FOXL1	MRPL44
FOXL1	MKKS
FOXL1	MIRLET7BHG
FOXL1	MIRLET7A2
FOXL1	MIR769
FOXL1	MIR636
FOXL1	MIR548I4
FOXL1	MIR548G
FOXL1	MIR548AD
FOXL1	MIR4697
FOXL1	MIR4647
FOXL1	MIR4530
FOXL1	MIR4503
FOXL1	MIR4444-1
FOXL1	MIR4291
FOXL1	MIR4262
FOXL1	MIR320C1
FOXL1	MIR30A
FOXL1	MIR2113
FOXL1	MIR187
FOXL1	MIR10A
FOXL1	MGLL
FOXL1	MGC2889
FOXL1	MEIS1
FOXL1	MAML3
FOXL1	LSM6
FOXL1	LRIG3
FOXL1	LPHN3
FOXL1	LONRF1
FOXL1	LOC641518
FOXL1	LOC572558
FOXL1	LOC550113
FOXL1	LOC400604
FOXL1	LOC400236
FOXL1	LOC340107
FOXL1	LOC338758
FOXL1	LOC286442
FOXL1	LOC284276
FOXL1	LOC283174
FOXL1	LOC201477
FOXL1	LOC150568
FOXL1	LOC150381
FOXL1	LOC145820
FOXL1	LOC100652999
FOXL1	LOC100507537
FOXL1	LOC100507462
FOXL1	LOC100507240
FOXL1	LOC100192378
FOXL1	LOC100130231
FOXL1	LOC100128511
FOXL1	LOC100128176
FOXL1	LINC00534
FOXL1	LINC00461
FOXL1	LINC00460
FOXL1	LHX9
FOXL1	KRTAP4-6
FOXL1	KRTAP13-4
FOXL1	KRTAP12-4
FOXL1	KRT39
FOXL1	KPRP
FOXL1	KLHL38
FOXL1	KLHL20
FOXL1	KCNS2
FOXL1	KCNIP4
FOXL1	KCND2
FOXL1	KCNA3
FOXL1	JAZF1-AS1
FOXL1	ITPKB
FOXL1	ITGB1BP2
FOXL1	ING4
FOXL1	IL25
FOXL1	IKZF3
FOXL1	IKZF2
FOXL1	IFIT3
FOXL1	HOXD8
FOXL1	HOXC4
FOXL1	HOXB9
FOXL1	HOXB4
FOXL1	HOXA11
FOXL1	HNRNPU-AS1
FOXL1	GZMA
FOXL1	GNAT3
FOXL1	GNAL
FOXL1	GMFG
FOXL1	GCG
FOXL1	GC
FOXL1	FUT1
FOXL1	FST
FOXL1	FOXI1
FOXL1	FONG
FOXL1	FN1
FOXL1	FLJ45983
FOXL1	FLJ41200
FOXL1	FHL2
FOXL1	FGF1
FOXL1	FAP
FOXL1	FAM178A
FOXL1	FAM120AOS
FOXL1	ERRFI1
FOXL1	ELMO1
FOXL1	EHF
FOXL1	DNAJA1P5
FOXL1	DMKN
FOXL1	DHRS11
FOXL1	DCLRE1B
FOXL1	CYTIP
FOXL1	CYCSP52
FOXL1	CTNNB1
FOXL1	CSRNP3
FOXL1	CRIM1
FOXL1	CREBRF
FOXL1	COL2A1
FOXL1	COL13A1
FOXL1	COBL
FOXL1	CNNM4
FOXL1	CMTM5
FOXL1	CLPX
FOXL1	CIRBP-AS1
FOXL1	CELF2
FOXL1	CD109
FOXL1	CCNA2
FOXL1	CCDC86
FOXL1	CBX6
FOXL1	CADM1
FOXL1	C1orf168
FOXL1	C1orf133
FOXL1	C12orf57
FOXL1	C12orf50
FOXL1	C10orf140
FOXL1	BHLHE40
FOXL1	BFSP2
FOXL1	BCL6
FOXL1	BAI3
FOXL1	ATXN3
FOXL1	ATF7
FOXL1	ARRDC2
FOXL1	ARMC3
FOXL1	ARID5B
FOXL1	ARID1B
FOXL1	ARHGAP24
FOXL1	ANXA1
FOXL1	ALOXE3
FOXL1	AHDC1
FOXL1	AHCYL2
FOXL1	AGER
FOXL1	ADAMTS3
FOXJ2	ZNF644
FOXJ2	ZNF581
FOXJ2	ZFYVE1
FOXJ2	ZFHX3
FOXJ2	ZEB2
FOXJ2	ZCCHC8
FOXJ2	ZC3H15
FOXJ2	ZBTB37
FOXJ2	ZBTB20
FOXJ2	WWP1
FOXJ2	WRAP73
